Sentiment,Topic,TweetText,TweetId,TweetDate
negative,united,@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.,5.68E+17,2/17/2015 11:23
negative,united,"@united I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home.",5.68E+17,2/17/2015 11:23
negative,united,@united  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!,5.68E+17,2/17/2015 11:21
negative,united,@united I just need to get to RIC tonight. I've been in EWR for 24hrs now.,5.68E+17,2/17/2015 11:20
negative,united,@united which is why my next flights to Miami will be on another airline.,5.68E+17,2/17/2015 11:19
negative,united,@united It is super frustrating that the folks at the United Ticket Counter in Pittsburg aren't honoring their own Media Rate! #unitedfail,5.68E+17,2/17/2015 11:15
negative,united,@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,5.68E+17,2/17/2015 11:12
neutral,united,@united What is the policy behind changing passengers' seating assignments at the gate?,5.68E+17,2/17/2015 11:05
negative,united,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,5.68E+17,2/17/2015 11:04
negative,united,"@united she has crossed 4 prior times with other carriers and no issue. Karen was rude, untrained and unhelpful I also spoke",5.68E+17,2/17/2015 11:03
negative,united,"@united nexus confirmed that at any crossing via air, car or boat she can travel with only Nexus.",5.68E+17,2/17/2015 11:02
negative,united,@united 2 employee yelled at her. 3 employee stood with others whispering and pointing at her from behind counter,5.68E+17,2/17/2015 11:02
negative,united,@united 1 refused boarding with Nexus. nexus confirmed she should not be refused,5.68E+17,2/17/2015 11:01
positive,united,"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",5.68E+17,2/17/2015 10:58
negative,united,@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.,5.68E+17,2/17/2015 10:54
negative,united,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,5.68E+17,2/17/2015 10:52
positive,united,"@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",5.68E+17,2/17/2015 10:45
neutral,united,@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?,5.68E+17,2/17/2015 10:45
positive,united,@united stay warm - I will be passing through Chicago next week,5.68E+17,2/17/2015 10:35
negative,united,@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.,5.68E+17,2/17/2015 10:35
negative,united,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.,5.68E+17,2/17/2015 10:28
negative,united,@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!,5.68E+17,2/17/2015 10:28
neutral,united,"@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",5.68E+17,2/17/2015 10:20
negative,united,@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.,5.68E+17,2/17/2015 10:14
negative,united,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?,5.68E+17,2/17/2015 10:14
positive,united,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.,5.68E+17,2/17/2015 10:14
negative,united,@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!,5.68E+17,2/17/2015 10:13
neutral,united,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,5.68E+17,2/17/2015 10:09
negative,united,@united when is my plane coming?  Been delayed for almost 7 hours. No plane.,5.68E+17,2/17/2015 10:06
negative,united,@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.,5.68E+17,2/17/2015 10:04
positive,united,@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,5.68E+17,2/17/2015 10:04
negative,united,@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh,5.68E+17,2/17/2015 10:00
negative,united,@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!,5.68E+17,2/17/2015 9:59
negative,united,@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home,5.68E+17,2/17/2015 9:58
negative,united,@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.,5.68E+17,2/17/2015 9:58
negative,united,@united costumer service sucks! Waiting for a week for a response,5.68E+17,2/17/2015 9:58
neutral,united,"@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",5.68E+17,2/17/2015 9:57
negative,united,@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.,5.68E+17,2/17/2015 9:51
neutral,united,"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)",5.68E+17,2/17/2015 9:50
negative,united,@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.,5.68E+17,2/17/2015 9:48
neutral,united,@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4,5.68E+17,2/17/2015 9:47
neutral,united,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards,5.68E+17,2/17/2015 9:45
positive,united,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ,5.68E+17,2/17/2015 9:45
neutral,united,@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!,5.68E+17,2/17/2015 9:39
negative,united,"@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",5.68E+17,2/17/2015 9:36
negative,united,"@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",5.68E+17,2/17/2015 9:35
neutral,united,Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH”,5.68E+17,2/17/2015 9:31
neutral,united,"@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",5.68E+17,2/17/2015 9:31
negative,united,"@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",5.68E+17,2/17/2015 9:25
neutral,united,@united that's what I thought! Thanks for the clarification!,5.68E+17,2/17/2015 9:25
negative,united,@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!,5.68E+17,2/17/2015 9:23
neutral,united,"@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",5.68E+17,2/17/2015 9:21
positive,united,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",5.68E+17,2/17/2015 9:19
negative,united,@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.,5.68E+17,2/17/2015 9:18
neutral,united,@united i need my confirmation number! Can you give it to me?,5.68E+17,2/17/2015 9:18
negative,united,"@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",5.68E+17,2/17/2015 9:17
negative,united,.@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.,5.68E+17,2/17/2015 9:15
positive,united,"@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",5.68E+17,2/17/2015 9:13
positive,united,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!,5.68E+17,2/17/2015 9:12
positive,united,@united I appreciate the follow up.,5.68E+17,2/17/2015 9:11
negative,united,@united + that's the gist of what the flight attendant told her.,5.68E+17,2/17/2015 9:09
negative,united,@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +,5.68E+17,2/17/2015 9:08
negative,united,"@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",5.68E+17,2/17/2015 9:06
negative,united,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,5.68E+17,2/17/2015 9:06
negative,united,@united sat at airport for 5 hrs still sitting at gate..  Sigh,5.68E+17,2/17/2015 9:05
neutral,united,@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.,5.68E+17,2/17/2015 9:03
negative,united,@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!,5.68E+17,2/17/2015 9:01
negative,united,"@united's first-class #cockup
http://t.co/oh7CFv7DHR",5.68E+17,2/17/2015 9:00
neutral,united,@united all day travel. #swag #ijustwanttosleep,5.68E+17,2/17/2015 8:59
positive,united,@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.,5.68E+17,2/17/2015 8:58
neutral,united,@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15,5.68E+17,2/17/2015 8:56
negative,united,@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!,5.68E+17,2/17/2015 8:49
negative,united,"@united Bad coffee, but the juice is ok. #GetPhilz @ United Terminal SFO Airport http://t.co/Sg7IQqFVsO",5.68E+17,2/17/2015 8:48
negative,united,@united why am i mot getting my refund?,5.68E+17,2/17/2015 8:46
negative,united,.@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.,5.68E+17,2/17/2015 8:42
negative,united,@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...,5.68E+17,2/17/2015 8:40
negative,united,@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD),5.68E+17,2/17/2015 8:36
negative,united,@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...,5.68E+17,2/17/2015 8:35
negative,united,@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations,5.68E+17,2/17/2015 8:09
negative,united,"@United - Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO. No power ports, no  Wifi, no personal entertainment. TORTURE",5.68E+17,2/17/2015 8:05
negative,united,@united last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew #unfriendlyskies,5.68E+17,2/17/2015 7:56
negative,united,"@united Broken entertainment system on my 8 hour NYC flight, terrible cabin crew service and online complaint form won't work #hopeless",5.68E+17,2/17/2015 7:55
neutral,united,@united how much does it cost to check in an additional bag? Traveling from newark to glasgow. Thank you :),5.68E+17,2/17/2015 7:47
negative,united,.@united call my work and tell them it's your fault I'm Late Flight,5.68E+17,2/17/2015 7:12
positive,united,"@united New Apple crâpe, amazing! Live from UA1207. Really nice crew too.  #AmericanAir has biscuits, UA needs them 2 http://t.co/gZ9GqDT7Jj",5.68E+17,2/17/2015 7:07
neutral,united,@united clicked on the link and got this? #confused http://t.co/xMAQcucWZl,5.68E+17,2/17/2015 6:07
negative,united,"@United is officially the worst, most delayed, and least helpful airline I have ever had the misfortune of flying on",5.68E+17,2/17/2015 5:26
negative,united,@united i have items of sentimental value that I'm heartbroken are missing,5.68E+17,2/17/2015 4:33
neutral,united,@united even though technically after I land I will be silver?,5.68E+17,2/17/2015 2:38
negative,united,@united still waiting for a reply,5.68E+17,2/17/2015 2:23
negative,united,@united please see a flight attendant for what? Why isn't there enough room for over head bags? I carry on to save time!!!,5.68E+17,2/17/2015 2:10
negative,united,"Wanted to get my bag benefit, but instead get $25 pricing on all three tickets. When adding a card, MP Visa is only option. @united",5.68E+17,2/17/2015 1:54
negative,united,@united I tried 2 DM it would not go thru... not sure why,5.68E+17,2/17/2015 1:32
negative,united,"@united, link to current status of flights/airports? Fly BWI-EWR-MCO this morning yet can't yet tell what any problems are except see snow.",5.68E+17,2/17/2015 1:18
negative,united,@united I like delays less than you because I'm the one on the plane. Connect me with a voucher,5.68E+17,2/17/2015 0:05
negative,united,"@united and don't hope for me having a nicer flight some other time, try to do things right. You sold me those tickets with that connetion",5.68E+17,2/17/2015 0:01
negative,united,"@united the we got into the gate at IAH on time and have given our seats and closed the flight. If you know people is arriving, have to wait",5.68E+17,2/16/2015 23:52
negative,united,@united yes. We waited in line for almost an hour to do so. Some passengers just left not wanting to wait past 1am.,5.68E+17,2/16/2015 23:48
negative,southwestair,@SouthwestAir still waiting. Just hit one hour.,5.70E+17,2/24/2015 11:47
negative,southwestair,@SouthwestAir although I'm not happy you Cancelled Flighted my flight home tomorrow (phx to atl then dca) I am happy on how easy it was to rebook,5.70E+17,2/24/2015 11:47
negative,southwestair,@SouthwestAir Hello - been on hold for extremely long time. Have confirmation # &amp; can't get boarding pass. Have tried numerous times!!,5.70E+17,2/24/2015 11:41
neutral,southwestair,"@SouthwestAir I'm teaching new #travelers how to research, #budget &amp; #save for a trip today! http://t.co/Qll48r57ep",5.70E+17,2/24/2015 11:35
negative,southwestair,@SouthwestAir Very frustrated for the loooooong wait time to speak to a live person!!! Cannot get boarding pass for flight tomorrow!!,5.70E+17,2/24/2015 11:33
negative,southwestair,@SouthwestAir still no update text #2053 &amp; still no response to email fr1/5/2015 SR #256746438028. Feel like yr losing customer service/care,5.70E+17,2/24/2015 11:31
negative,southwestair,@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.,5.70E+17,2/24/2015 11:29
negative,southwestair,@SouthwestAir my wife had been in group A in prev. flight but got bumped for some reason.  Alone with two kids. At least put her in group A,5.70E+17,2/24/2015 11:28
negative,southwestair,@SouthwestAir my flight was delayed 4 hrs. I'm 5 months pregnant &amp; supposed to be caring for my mom whose in surgery now. Very upset.,5.70E+17,2/24/2015 11:26
positive,southwestair,@SouthwestAir thank you so much completely made things right!,5.70E+17,2/24/2015 11:25
positive,southwestair,@SouthwestAir love them! Always get the best deals!,5.70E+17,2/24/2015 11:21
neutral,southwestair,@SouthwestAir can you follow me so I can send you the info?,5.70E+17,2/24/2015 11:21
negative,southwestair,@SouthwestAir Been on hold 34 min so far trying to book seat for my infant. Price increased $42 in meantime. What do I do?,5.70E+17,2/24/2015 11:20
neutral,southwestair,@SouthwestAir once again on Glassdoor's Best Places To Work snagging # 15 overall #notsurprising #LUVthem,5.70E+17,2/24/2015 11:19
negative,southwestair,@SouthwestAir poor performance all around! Paid for Express checkin weeks ago and can't even leverage it #bullshit,5.70E+17,2/24/2015 11:18
positive,southwestair,@SouthwestAir thx. Make it right. Help Meagan Fouty Brancato fl#2771 dfw gate 4 preboard w/kids - b4 group A please. Please.,5.70E+17,2/24/2015 11:10
neutral,southwestair,@SouthwestAir can you update me on the emergency landing in Jacksonville right now? #parentsonboard,5.70E+17,2/24/2015 11:08
neutral,southwestair,@SouthwestAir I have been on hold for over 28 minutes  please help http://t.co/Fx9BIJlxAt,5.70E+17,2/24/2015 11:05
neutral,southwestair,@SouthwestAir can y'all develop Ding for a chrome/Firefox browser extension? That would be swell,5.70E+17,2/24/2015 11:04
neutral,southwestair,@SouthwestAir can take u to Midway-Chicago March 8th-April 6th. Can't make it then? @AmericanAir can get u to @fly2ohare year round. #FlyPBI,5.70E+17,2/24/2015 10:58
negative,southwestair,@SouthwestAir Logically you would think you check all that before you have people board. I could've drove home in the time I've been waiting,5.70E+17,2/24/2015 10:58
positive,southwestair,@SouthwestAir  thanks Southwest for saving our trip. my sweetheart isn't going to miss seeing #AltonBrownLive thanks to y'all! #SOhappy,5.70E+17,2/24/2015 10:47
negative,southwestair,@SouthwestAir can you have someone call me back? I have been on hold two times today for over 20 min and still haven't gotten through,5.70E+17,2/24/2015 10:46
neutral,southwestair,@SouthwestAir did you know that suicide is the second leading cause of death among teens 10-24,5.70E+17,2/24/2015 10:45
positive,southwestair,"@SouthwestAir never mind, I moved my flight to tomorrow. Thanks for the help!",5.70E+17,2/24/2015 10:45
neutral,southwestair,.@SouthwestAir she needs a wheelchair at the gate for sure. What options does she have?,5.70E+17,2/24/2015 10:44
positive,southwestair,@SouthwestAir I managed to get sorted out over the phone. Good luck dealing with the snow in Texas!,5.70E+17,2/24/2015 10:44
negative,southwestair,"@SouthwestAir has grounded 2 flights b/c of equipment problems &amp; been rude to my wife, traveling alone w/our 2 young kids.  never again.",5.70E+17,2/24/2015 10:43
neutral,southwestair,@SouthwestAir Do you promise to not unfollow me? 😉,5.70E+17,2/24/2015 10:43
neutral,southwestair,@SouthwestAir Just DMed you my confirmation number.,5.70E+17,2/24/2015 10:36
negative,southwestair,@SouthwestAir oh look you just delayed our flight an additional half hour now arriving at 6 officially five hours after planned. 😡😡😡😡😤😤😤,5.70E+17,2/24/2015 10:29
positive,southwestair,@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,5.70E+17,2/24/2015 10:28
negative,southwestair,@SouthwestAir belt issues. Been a rough day for them. Worst part is traveling with 9 month old and having to wait outside in 85 degree,5.70E+17,2/24/2015 10:27
neutral,southwestair,"@SouthwestAir oh, is it only in Atlanta?",5.70E+17,2/24/2015 10:27
negative,southwestair,@SouthwestAir they were moved to the 210pm flight #4649. Main concern now is luggage arriving with them. They were told that SW was having,5.70E+17,2/24/2015 10:26
positive,southwestair,@SouthwestAir  I USED to always fly Southwest.,5.70E+17,2/24/2015 10:25
negative,southwestair,@SouthwestAir  got my bags 35 hours Late Flightr and an offer of $50 to go pick them up. Taxi costs $65 one way. Spent $200 for the inconvenience.,5.70E+17,2/24/2015 10:22
negative,southwestair,@SouthwestAir thx but I'll be expecting a credit for this leg.,5.70E+17,2/24/2015 10:21
neutral,southwestair,"@SouthwestAir sure, please follow me so I can do so?",5.70E+17,2/24/2015 10:20
negative,southwestair,"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac",5.70E+17,2/24/2015 10:17
neutral,southwestair,@SouthwestAir sent!,5.70E+17,2/24/2015 10:15
negative,southwestair,@SouthwestAir 20 minutes on hold waiting is ridiculous......,5.70E+17,2/24/2015 10:13
negative,southwestair,@SouthwestAir have u seen any of the messages the past hour ?,5.70E+17,2/24/2015 10:11
neutral,southwestair,@SouthwestAir I'm following now,5.70E+17,2/24/2015 10:10
positive,southwestair,"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!",5.70E+17,2/24/2015 10:08
positive,southwestair,@SouthwestAir Thanks so much!,5.70E+17,2/24/2015 10:08
positive,southwestair,@SouthwestAir round-trip tickets just arrived for our auction at the Post-Masters Invitational! Thanks Southwest! http://t.co/mRfBjtePef,5.70E+17,2/24/2015 10:07
negative,southwestair,@SouthwestAir went to purchase a flight that I began processing not even 4 minutes earlier and the points had gone up - any help?,5.70E+17,2/24/2015 10:04
negative,southwestair,@SouthwestAir I'm so upset that my luggage was damaged and the rude employee at the Laguardia airport didn't help!,5.70E+17,2/24/2015 10:01
positive,southwestair,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever,5.70E+17,2/24/2015 10:01
neutral,southwestair,@SouthwestAir what is the status of the bag check area at FFL?,5.70E+17,2/24/2015 9:58
positive,southwestair,@SouthwestAir @heavenlychc9 I'd at least enjoy a free cocktail...or two.,5.70E+17,2/24/2015 9:57
positive,southwestair,@SouthwestAir I agree! RT @9NEWS: One airline is the fly-away favorite at DIA  #9NEWSBusiness http://t.co/o3WlaInImY,5.70E+17,2/24/2015 9:55
negative,southwestair,@SouthwestAir its flight #218 of that matters to you all. Hell next we all won't get our luggage properly transferred #facepalm #smh,5.70E+17,2/24/2015 9:54
negative,southwestair,@SouthwestAir your phone service sucks,5.70E+17,2/24/2015 9:54
neutral,southwestair,"@SouthwestAir my flight at BWI is delayed and I will miss my flight in Denver, is there a way to find out if they will hold the plane?",5.70E+17,2/24/2015 9:51
positive,southwestair,"@SouthwestAir ""Airport snow removal method #22..""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/7poFSXOjSY",5.70E+17,2/24/2015 9:49
negative,southwestair,@SouthwestAir are people in an exit row still supposed to give their verbal approvals? I was never asked on the flight I'm on...,5.70E+17,2/24/2015 9:46
negative,southwestair,@SouthwestAir and now our arrival is delayed nearly 5hours. Yeah an entire day in an airport is not my idea of a stress less vacation #fail,5.70E+17,2/24/2015 9:40
negative,southwestair,@SouthwestAir oh and now your company has caused us to lose an entire day of our vacation in Cancun. De Boarded waiting for another plane,5.70E+17,2/24/2015 9:40
negative,southwestair,"@SouthwestAir trying to change my reservation, been on hold for 45 minutes, and can't do it online-was directed to call. Help?",5.70E+17,2/24/2015 9:37
negative,southwestair,@SouthwestAir My first call got dropped. Waited 15 mins for the second but ran out of time. Will try again Late Flightr. No way to do this online?,5.70E+17,2/24/2015 9:33
negative,southwestair,"@SouthwestAir Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!",5.70E+17,2/24/2015 9:31
negative,southwestair,@SouthwestAir great now we are all de boarding perfectly plane is shot. Fml. Plans are screwed. Thanks for nothing @SouthwestAir,5.70E+17,2/24/2015 9:29
neutral,southwestair,@SouthwestAir Teyana Taylor Performing #MedusaFridays 2.27 Free Till11 http://t.co/qwFMoQ0dQl http://t.co/kbb0B5FxMK #TheMenOfBusiness,5.70E+17,2/24/2015 9:29
negative,southwestair,"@SouthwestAir had to let us off the plane bc the toilets done even work! There goes my family vacay to playa del Carmen, Mexico! #neveragain",5.70E+17,2/24/2015 9:28
negative,southwestair,@SouthwestAir thanks for the apology. Unfortunately i have had one too many bad experiences and will no longer be flying with southwest.,5.70E+17,2/24/2015 9:23
negative,southwestair,@SouthwestAir I was told by customer service that only customer relations can extend the expiration date of my unused travel funds.,5.70E+17,2/24/2015 9:23
negative,southwestair,@SouthwestAir @SMiles1307 over two hours now.  Ugh we should all get vouchers this is inexcusable ESP after a pre flight check that was ok.,5.70E+17,2/24/2015 9:21
neutral,southwestair,@SouthwestAir I have a 5:30 flight out of Birmingham tomorrow night. Can I reschedule it for an earlier flight because of the expected snow?,5.70E+17,2/24/2015 9:20
neutral,southwestair,You have to follow me back so that I can DM @SouthwestAir,5.70E+17,2/24/2015 9:20
negative,southwestair,"@SouthwestAir horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ",5.70E+17,2/24/2015 9:19
neutral,southwestair,@SouthwestAir 3rd time flying southwest in two years. Have another trip back to mx on October.,5.70E+17,2/24/2015 9:19
negative,southwestair,"@SouthwestAir yes, very much so! I was looking forward to using your airlines for future flights but never again.",5.70E+17,2/24/2015 9:17
negative,southwestair,@SouthwestAir need to learn how to treat people with respect and just a little dignity. #FAIL,5.70E+17,2/24/2015 9:16
negative,southwestair,"@SouthwestAir Redeem-points packages magically gone by time we finally got through @ 10:01, felt like #baitandswitch",5.70E+17,2/24/2015 9:15
neutral,southwestair,@SouthwestAir done,5.70E+17,2/24/2015 9:15
negative,southwestair,@SouthwestAir I think I get a faster response on Twitter than I do when I call...what's up with that?,5.70E+17,2/24/2015 9:13
neutral,southwestair,@SouthwestAir Any idea when the winter advisory will be posted for ATL for tomorrow (2/25)?? I'd rather get to PHL tonight.,5.70E+17,2/24/2015 9:12
negative,southwestair,"@SouthwestAir then had to watch the staff check off each passenger on the list TWICE, because the first time they forgot look at IDs. Brutal",5.70E+17,2/24/2015 9:06
negative,southwestair,"@SouthwestAir was on flight 2373 from CHI-BUF last night, almost 2 hour delay cuz someone got on the plane without a pass - sounds safe. 1/2",5.70E+17,2/24/2015 9:04
positive,southwestair,@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer,5.70E+17,2/24/2015 9:02
negative,southwestair,@SouthwestAir nothing you can do to help us restore some barely-expired #RapidRewards points?,5.70E+17,2/24/2015 8:58
negative,southwestair,@SouthwestAir Rapid Rewards program sold me short. #Lasttweetaboutthis but still #disappointed.,5.70E+17,2/24/2015 8:57
negative,southwestair,@SouthwestAir freezing in the plane,5.70E+17,2/24/2015 8:55
negative,southwestair,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are,5.70E+17,2/24/2015 8:55
negative,southwestair,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon,5.70E+17,2/24/2015 8:54
negative,southwestair,@SouthwestAir flight to Atlanta getting Cancelled Flightled and then had to re schedule on the phone for over 1.5 hours with a rep this bumping us,5.70E+17,2/24/2015 8:54
negative,southwestair,@SouthwestAir due to an apparent water issue that checked out fine during the checks my husband and I already had to deal with our first,5.70E+17,2/24/2015 8:53
negative,southwestair,@SouthwestAir u have a lot of pissed off hungry tired people stuck at midway 4 over 2 hours after scheduled departure. This is inexcusable,5.70E+17,2/24/2015 8:52
negative,southwestair,@SouthwestAir do you know that your lost baggage portal http://t.co/hUcLXluV5h doesn't work on mobile? It's a 404 http://t.co/O4ZR27Qpcr,5.70E+17,2/24/2015 8:51
negative,southwestair,"@SouthwestAir if you're going to charge for wifi, do us all a solid and make sure it doesn't take the length of the flight to open a page",5.70E+17,2/24/2015 8:51
negative,southwestair,"@SouthwestAir your website has now reverted my 1st flight to only a 5-minute delay. But it's changed, so is that reliable information?",5.70E+17,2/24/2015 8:50
negative,southwestair,@SouthwestAir SWA helps the hotel industry. I always book flights a day before I need to be somewhere as SWA consistent Cancelled Flights/delays.,5.70E+17,2/24/2015 8:50
negative,southwestair,@SouthwestAir unfortunately once the call was answered service was horrid. SWA was the role-model of finger pointing &amp; excuses #DISAPPOINTED,5.70E+17,2/24/2015 8:49
neutral,southwestair,@SouthwestAir Barzegar charges tourists 700 euros [!] a night for their stay in the tent village he runs. http://t.co/igSVzvrbbN,5.70E+17,2/24/2015 8:49
neutral,southwestair,@SouthwestAir can you please make sense of the companion promo? How to we set it up?,5.70E+17,2/24/2015 8:44
neutral,southwestair,@SouthwestAir unfortunately I don't even have that. My phone died before o had a chance to grab it. It was from OMA to SAN from 3/27-4/2,5.70E+17,2/24/2015 8:42
neutral,southwestair,@SouthwestAir live in Atlanta but cant enroll in your Atlanta companion promotion. Error every time. Can you help? Also sent email. Thanks!,5.70E+17,2/24/2015 8:40
negative,southwestair,@SouthwestAir frustrating indeed especially when no one knows what the issue is....,5.70E+17,2/24/2015 8:40
negative,southwestair,@SouthwestAir  on hold with customer service; you may be quicker.  I rebooked trip for a lower fare.  Where did the difference in $ go?,5.70E+17,2/24/2015 8:38
neutral,southwestair,"@SouthwestAir That was Chantilly, Paris, France.",5.70E+17,2/24/2015 8:37
negative,southwestair,@SouthwestAir and thx for not responding,5.70E+17,2/24/2015 8:37
negative,southwestair,@SouthwestAir I booked a flight on my phone and then never got a confirmation email. How would I go about getting that?,5.70E+17,2/24/2015 8:37
negative,southwestair,@SouthwestAir Supposed to take off almost 2 hours ago....#vacationfail #frozenwater? #gettingimpatient #theycouldatleastofferfreebooze,5.70E+17,2/24/2015 8:34
negative,southwestair,@SouthwestAir how come I'm not getting my points after I buy from the rapid reward shopping site?,5.70E+17,2/24/2015 8:33
neutral,southwestair,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue,5.70E+17,2/24/2015 8:30
neutral,southwestair,@SouthwestAir and Carol Thrower are passengers. Fort Lauderdale airport.,5.70E+17,2/24/2015 8:23
negative,southwestair,@SouthwestAir mins and no answer. My wife and baby need to get on that flight. She arrived 2 hrs prior. Please help. Venetia Crook,5.70E+17,2/24/2015 8:23
negative,southwestair,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30,5.70E+17,2/24/2015 8:22
